,Condition,Drug,DrugClass,Filename,Plate,Well
2253,Tkk1.0,Tkk,Inactive,Week10_40115/Inactive/Tkk/FL_Week10_40115_F05_0.png,Week10_40115,F05
2254,Taxol0.3,Taxol,MT,Week10_40115/MT/Taxol/FL_Week10_40115_D11_0.png,Week10_40115,D11
2255,Cdk12inhibitor(nu6102)0.3,Cdk12inhibitor(nu6102),Inactive,Week10_40115/Inactive/Cdk12inhibitor(nu6102)/FL_Week10_40115_B06_0.png,Week10_40115,B06
2256,Azu3.0,Azu,Inactive,Week10_40115/Inactive/Azu/FL_Week10_40115_D05_0.png,Week10_40115,D05
2257,Monastrol100.0,Monastrol,Inactive,Week10_40115/Inactive/Monastrol/FL_Week10_40115_G03_0.png,Week10_40115,G03
2258,Temozolomide0.2,Temozolomide,Inactive,Week10_40115/Inactive/Temozolomide/FL_Week10_40115_E07_0.png,Week10_40115,E07
2259,Az1380.3,Az138,Eg5inhibitor,Week10_40115/Eg5inhibitor/Az138/FL_Week10_40115_C07_0.png,Week10_40115,C07
2260,Az1383.0,Az138,Eg5inhibitor,Week10_40115/Eg5inhibitor/Az138/FL_Week10_40115_C05_0.png,Week10_40115,C05
2261,Azu0.3,Azu,Inactive,Week10_40115/Inactive/Azu/FL_Week10_40115_D07_0.png,Week10_40115,D07
2262,Cdk12inhibitor(nu6102)0.03,Cdk12inhibitor(nu6102),Inactive,Week10_40115/Inactive/Cdk12inhibitor(nu6102)/FL_Week10_40115_B08_0.png,Week10_40115,B08
2263,Temozolomide6.0,Temozolomide,Inactive,Week10_40115/Inactive/Temozolomide/FL_Week10_40115_E04_0.png,Week10_40115,E04
2264,Monastrol3.0,Monastrol,Inactive,Week10_40115/Inactive/Monastrol/FL_Week10_40115_G06_0.png,Week10_40115,G06
2265,Temozolomide0.006,Temozolomide,Inactive,Week10_40115/Inactive/Temozolomide/FL_Week10_40115_E10_0.png,Week10_40115,E10
2266,Cdk12inhibitor(nu6102)0.1,Cdk12inhibitor(nu6102),Inactive,Week10_40115/Inactive/Cdk12inhibitor(nu6102)/FL_Week10_40115_B07_0.png,Week10_40115,B07
2267,Azu30.0,Azu,Epithelial,Week10_40115/Epithelial/Azu/FL_Week10_40115_D03_0.png,Week10_40115,D03
2268,Tkk10.0,Tkk,Unknown,Week10_40115/Unknown/Tkk/FL_Week10_40115_F03_0.png,Week10_40115,F03
2269,Azu0.03,Azu,Inactive,Week10_40115/Inactive/Azu/FL_Week10_40115_D09_0.png,Week10_40115,D09
2270,Tkk3.0,Tkk,Inactive,Week10_40115/Inactive/Tkk/FL_Week10_40115_F04_0.png,Week10_40115,F04
2271,Azu10.0,Azu,Inactive,Week10_40115/Inactive/Azu/FL_Week10_40115_D04_0.png,Week10_40115,D04
2272,Cdk12inhibitor(nu6102)3.0,Cdk12inhibitor(nu6102),Kinase,Week10_40115/Kinase/Cdk12inhibitor(nu6102)/FL_Week10_40115_B04_0.png,Week10_40115,B04
2273,Azu0.01,Azu,Inactive,Week10_40115/Inactive/Azu/FL_Week10_40115_D10_0.png,Week10_40115,D10
2274,Tkk0.01,Tkk,Inactive,Week10_40115/Inactive/Tkk/FL_Week10_40115_F09_0.png,Week10_40115,F09
2275,Dmso0.0,Dmso,Inactive,Week10_40115/Inactive/Dmso/FL_Week10_40115_F11_0.png,Week10_40115,F11
2276,Cdk12inhibitor(nu6102)0.01,Cdk12inhibitor(nu6102),Inactive,Week10_40115/Inactive/Cdk12inhibitor(nu6102)/FL_Week10_40115_B09_0.png,Week10_40115,B09
2277,Dmso0.0,Dmso,Inactive,Week10_40115/Inactive/Dmso/FL_Week10_40115_G11_0.png,Week10_40115,G11
2278,Azu0.1,Azu,Inactive,Week10_40115/Inactive/Azu/FL_Week10_40115_D08_0.png,Week10_40115,D08
2279,Temozolomide20.0,Temozolomide,Inactive,Week10_40115/Inactive/Temozolomide/FL_Week10_40115_E03_0.png,Week10_40115,E03
2280,Cdk12inhibitor(nu6102)1.0,Cdk12inhibitor(nu6102),Inactive,Week10_40115/Inactive/Cdk12inhibitor(nu6102)/FL_Week10_40115_B05_0.png,Week10_40115,B05
2281,Az1380.1,Az138,Eg5inhibitor,Week10_40115/Eg5inhibitor/Az138/FL_Week10_40115_C08_0.png,Week10_40115,C08
2282,Az13810.0,Az138,Eg5inhibitor,Week10_40115/Eg5inhibitor/Az138/FL_Week10_40115_C04_0.png,Week10_40115,C04
2283,Monastrol0.1,Monastrol,Inactive,Week10_40115/Inactive/Monastrol/FL_Week10_40115_G09_0.png,Week10_40115,G09
2284,Taxol0.3,Taxol,MT,Week10_40115/MT/Taxol/FL_Week10_40115_B11_0.png,Week10_40115,B11
2285,Az1380.01,Az138,Eg5inhibitor,Week10_40115/Eg5inhibitor/Az138/FL_Week10_40115_C10_0.png,Week10_40115,C10
2286,Monastrol1.0,Monastrol,Inactive,Week10_40115/Inactive/Monastrol/FL_Week10_40115_G07_0.png,Week10_40115,G07
2287,Dmso0.0,Dmso,Inactive,Week10_40115/Inactive/Dmso/FL_Week10_40115_B02_0.png,Week10_40115,B02
2288,Temozolomide0.6,Temozolomide,Inactive,Week10_40115/Inactive/Temozolomide/FL_Week10_40115_E06_0.png,Week10_40115,E06
2289,Tkk0.3,Tkk,Inactive,Week10_40115/Inactive/Tkk/FL_Week10_40115_F06_0.png,Week10_40115,F06
2290,Tkk0.003,Tkk,Inactive,Week10_40115/Inactive/Tkk/FL_Week10_40115_F10_0.png,Week10_40115,F10
2291,Monastrol30.0,Monastrol,Inactive,Week10_40115/Inactive/Monastrol/FL_Week10_40115_G04_0.png,Week10_40115,G04
2292,Azu1.0,Azu,Inactive,Week10_40115/Inactive/Azu/FL_Week10_40115_D06_0.png,Week10_40115,D06
2293,Cdk12inhibitor(nu6102)0.003,Cdk12inhibitor(nu6102),Inactive,Week10_40115/Inactive/Cdk12inhibitor(nu6102)/FL_Week10_40115_B10_0.png,Week10_40115,B10
2294,Taxol0.3,Taxol,MT,Week10_40115/MT/Taxol/FL_Week10_40115_F02_0.png,Week10_40115,F02
2295,Az1380.03,Az138,Eg5inhibitor,Week10_40115/Eg5inhibitor/Az138/FL_Week10_40115_C09_0.png,Week10_40115,C09
2296,Az1381.0,Az138,Eg5inhibitor,Week10_40115/Eg5inhibitor/Az138/FL_Week10_40115_C06_0.png,Week10_40115,C06
2297,Taxol0.3,Taxol,MT,Week10_40115/MT/Taxol/FL_Week10_40115_G02_0.png,Week10_40115,G02
2298,Taxol0.3,Taxol,MT,Week10_40115/MT/Taxol/FL_Week10_40115_E02_0.png,Week10_40115,E02
2299,Monastrol0.03,Monastrol,Inactive,Week10_40115/Inactive/Monastrol/FL_Week10_40115_G10_0.png,Week10_40115,G10
2300,Temozolomide2.0,Temozolomide,Inactive,Week10_40115/Inactive/Temozolomide/FL_Week10_40115_E05_0.png,Week10_40115,E05
2301,Cdk12inhibitor(nu6102)10.0,Cdk12inhibitor(nu6102),Kinase,Week10_40115/Kinase/Cdk12inhibitor(nu6102)/FL_Week10_40115_B03_0.png,Week10_40115,B03
2302,Temozolomide0.02,Temozolomide,Inactive,Week10_40115/Inactive/Temozolomide/FL_Week10_40115_E09_0.png,Week10_40115,E09
2303,Taxol0.3,Taxol,MT,Week10_40115/MT/Taxol/FL_Week10_40115_C11_0.png,Week10_40115,C11
2304,Dmso0.0,Dmso,Inactive,Week10_40115/Inactive/Dmso/FL_Week10_40115_D02_0.png,Week10_40115,D02
2305,Dmso0.0,Dmso,Inactive,Week10_40115/Inactive/Dmso/FL_Week10_40115_C02_0.png,Week10_40115,C02
2306,Dmso0.0,Dmso,Inactive,Week3_25441/Inactive/Dmso/FL_Week3_25441_E11_0.png,Week3_25441,E11
2307,Uo1260.1,Uo126,Inactive,Week3_25441/Inactive/Uo126/FL_Week3_25441_G08_0.png,Week3_25441,G08
2308,Etoposide0.3,Etoposide,Inactive,Week3_25441/Inactive/Etoposide/FL_Week3_25441_F07_0.png,Week3_25441,F07
2309,Uo1263.0,Uo126,Inactive,Week3_25441/Inactive/Uo126/FL_Week3_25441_G05_0.png,Week3_25441,G05
2310,Etoposide0.1,Etoposide,Inactive,Week3_25441/Inactive/Etoposide/FL_Week3_25441_F08_0.png,Week3_25441,F08
2311,Az8410.1,Az841,Aurora,Week3_25441/Aurorakinaseinhibitor/Az841/FL_Week3_25441_E08_0.png,Week3_25441,E08
2312,Etoposide3.0,Etoposide,DNA,Week3_25441/DNA/Etoposide/FL_Week3_25441_F05_0.png,Week3_25441,F05
2313,Taxol0.3,Taxol,MT,Week3_25441/MT/Taxol/FL_Week3_25441_D11_0.png,Week3_25441,D11
2314,Vincristine0.3,Vincristine,MT,Week3_25441/MT/Vincristine/FL_Week3_25441_B06_0.png,Week3_25441,B06
2315,Azc0.1,Azc,Eg5inhibitor,Week3_25441/Eg5inhibitor/Azc/FL_Week3_25441_D05_0.png,Week3_25441,D05
2316,Uo12630.0,Uo126,Inactive,Week3_25441/Inactive/Uo126/FL_Week3_25441_G03_0.png,Week3_25441,G03
2317,Az8410.3,Az841,Aurora,Week3_25441/Aurorakinaseinhibitor/Az841/FL_Week3_25441_E07_0.png,Week3_25441,E07
2318,Staurosporine0.01,Staurosporine,Kinase,Week3_25441/Kinase/Staurosporine/FL_Week3_25441_C07_0.png,Week3_25441,C07
2319,Azc0.01,Azc,Eg5inhibitor,Week3_25441/Eg5inhibitor/Azc/FL_Week3_25441_D07_0.png,Week3_25441,D07
2320,Vincristine0.03,Vincristine,MT,Week3_25441/MT/Vincristine/FL_Week3_25441_B08_0.png,Week3_25441,B08
2321,Az84110.0,Az841,Inactive,Week3_25441/Inactive/Az841/FL_Week3_25441_E04_0.png,Week3_25441,E04
2322,Uo1261.0,Uo126,Inactive,Week3_25441/Inactive/Uo126/FL_Week3_25441_G06_0.png,Week3_25441,G06
2323,Az8410.01,Az841,Aurora,Week3_25441/Aurorakinaseinhibitor/Az841/FL_Week3_25441_E10_0.png,Week3_25441,E10
2324,Vincristine0.1,Vincristine,MT,Week3_25441/MT/Vincristine/FL_Week3_25441_B07_0.png,Week3_25441,B07
2325,Azc1.0,Azc,Eg5inhibitor,Week3_25441/Eg5inhibitor/Azc/FL_Week3_25441_D03_0.png,Week3_25441,D03
2326,Etoposide30.0,Etoposide,DNA,Week3_25441/DNA/Etoposide/FL_Week3_25441_F03_0.png,Week3_25441,F03
2327,Azc0.001,Azc,Eg5inhibitor,Week3_25441/Eg5inhibitor/Azc/FL_Week3_25441_D09_0.png,Week3_25441,D09
2328,Etoposide10.0,Etoposide,DNA,Week3_25441/DNA/Etoposide/FL_Week3_25441_F04_0.png,Week3_25441,F04
2329,Azc0.3,Azc,Eg5inhibitor,Week3_25441/Eg5inhibitor/Azc/FL_Week3_25441_D04_0.png,Week3_25441,D04
2330,Vincristine3.0,Vincristine,MT,Week3_25441/MT/Vincristine/FL_Week3_25441_B04_0.png,Week3_25441,B04
2331,Azc0.0003,Azc,Inactive,Week3_25441/Inactive/Azc/FL_Week3_25441_D10_0.png,Week3_25441,D10
2332,Etoposide0.03,Etoposide,Inactive,Week3_25441/Inactive/Etoposide/FL_Week3_25441_F09_0.png,Week3_25441,F09
2333,Dmso0.0,Dmso,Inactive,Week3_25441/Inactive/Dmso/FL_Week3_25441_F11_0.png,Week3_25441,F11
2334,Vincristine0.01,Vincristine,MT,Week3_25441/MT/Vincristine/FL_Week3_25441_B09_0.png,Week3_25441,B09
2335,Dmso0.0,Dmso,Inactive,Week3_25441/Inactive/Dmso/FL_Week3_25441_G11_0.png,Week3_25441,G11
2336,Azc0.003,Azc,Eg5inhibitor,Week3_25441/Eg5inhibitor/Azc/FL_Week3_25441_D08_0.png,Week3_25441,D08
2337,Az84130.0,Az841,Aurora,Week3_25441/Aurorakinaseinhibitor/Az841/FL_Week3_25441_E03_0.png,Week3_25441,E03
2338,Vincristine1.0,Vincristine,MT,Week3_25441/MT/Vincristine/FL_Week3_25441_B05_0.png,Week3_25441,B05
2339,Staurosporine0.003,Staurosporine,Kinase,Week3_25441/Kinase/Staurosporine/FL_Week3_25441_C08_0.png,Week3_25441,C08
2340,Uo1260.03,Uo126,Inactive,Week3_25441/Inactive/Uo126/FL_Week3_25441_G09_0.png,Week3_25441,G09
2341,Staurosporine0.0003,Staurosporine,Inactive,Week3_25441/Inactive/Staurosporine/FL_Week3_25441_C10_0.png,Week3_25441,C10
2342,Uo1260.3,Uo126,Inactive,Week3_25441/Inactive/Uo126/FL_Week3_25441_G07_0.png,Week3_25441,G07
2343,Dmso0.0,Dmso,Inactive,Week3_25441/Inactive/Dmso/FL_Week3_25441_B02_0.png,Week3_25441,B02
2344,Az8411.0,Az841,Aurora,Week3_25441/Aurorakinaseinhibitor/Az841/FL_Week3_25441_E06_0.png,Week3_25441,E06
2345,Etoposide1.0,Etoposide,Inactive,Week3_25441/Inactive/Etoposide/FL_Week3_25441_F06_0.png,Week3_25441,F06
2346,Etoposide0.01,Etoposide,Inactive,Week3_25441/Inactive/Etoposide/FL_Week3_25441_F10_0.png,Week3_25441,F10
2347,Uo12610.0,Uo126,Inactive,Week3_25441/Inactive/Uo126/FL_Week3_25441_G04_0.png,Week3_25441,G04
2348,Azc0.03,Azc,Eg5inhibitor,Week3_25441/Eg5inhibitor/Azc/FL_Week3_25441_D06_0.png,Week3_25441,D06
2349,Vincristine0.003,Vincristine,MT,Week3_25441/MT/Vincristine/FL_Week3_25441_B10_0.png,Week3_25441,B10
2350,Taxol0.3,Taxol,MT,Week3_25441/MT/Taxol/FL_Week3_25441_F02_0.png,Week3_25441,F02
2351,Staurosporine0.001,Staurosporine,Inactive,Week3_25441/Inactive/Staurosporine/FL_Week3_25441_C09_0.png,Week3_25441,C09
2352,Taxol0.3,Taxol,MT,Week3_25441/MT/Taxol/FL_Week3_25441_G02_0.png,Week3_25441,G02
2353,Taxol0.3,Taxol,MT,Week3_25441/MT/Taxol/FL_Week3_25441_E02_0.png,Week3_25441,E02
2354,Uo1260.01,Uo126,Inactive,Week3_25441/Inactive/Uo126/FL_Week3_25441_G10_0.png,Week3_25441,G10
2355,Az8413.0,Az841,Aurora,Week3_25441/Aurorakinaseinhibitor/Az841/FL_Week3_25441_E05_0.png,Week3_25441,E05
2356,Vincristine10.0,Vincristine,MT,Week3_25441/MT/Vincristine/FL_Week3_25441_B03_0.png,Week3_25441,B03
2357,Az8410.03,Az841,Aurora,Week3_25441/Aurorakinaseinhibitor/Az841/FL_Week3_25441_E09_0.png,Week3_25441,E09
2358,Taxol0.3,Taxol,MT,Week3_25441/MT/Taxol/FL_Week3_25441_C11_0.png,Week3_25441,C11
2359,Dmso0.0,Dmso,Inactive,Week3_25441/Inactive/Dmso/FL_Week3_25441_D02_0.png,Week3_25441,D02
2360,Dmso0.0,Dmso,Inactive,Week3_25441/Inactive/Dmso/FL_Week3_25441_C02_0.png,Week3_25441,C02
2361,Dmso0.0,Dmso,Inactive,Week9_39283/Inactive/Dmso/FL_Week9_39283_E11_0.png,Week9_39283,E11
2362,Pd1506060.15,Pd150606,Inactive,Week9_39283/Inactive/Pd150606/FL_Week9_39283_G08_0.png,Week9_39283,G08
2363,Mitoxantrone0.1,Mitoxantrone,DNA,Week9_39283/DNA/Mitoxantrone/FL_Week9_39283_F07_0.png,Week9_39283,F07
2364,Pd1506065.0,Pd150606,Inactive,Week9_39283/Inactive/Pd150606/FL_Week9_39283_G05_0.png,Week9_39283,G05
2365,Mitoxantrone0.03,Mitoxantrone,DNA,Week9_39283/DNA/Mitoxantrone/FL_Week9_39283_F08_0.png,Week9_39283,F08
2366,Carboplatin0.06,Carboplatin,Inactive,Week9_39283/Inactive/Carboplatin/FL_Week9_39283_E08_0.png,Week9_39283,E08
2367,Mitoxantrone1.0,Mitoxantrone,DNA,Week9_39283/DNA/Mitoxantrone/FL_Week9_39283_F05_0.png,Week9_39283,F05
2368,Taxol0.3,Taxol,MT,Week9_39283/MT/Taxol/FL_Week9_39283_D11_0.png,Week9_39283,D11
2369,Floxuridine3.0,Floxuridine,DNA,Week9_39283/DNA/Floxuridine/FL_Week9_39283_B06_0.png,Week9_39283,B06
2370,Simvastatin2.0,Simvastatin,Inactive,Week9_39283/Inactive/Simvastatin/FL_Week9_39283_D05_0.png,Week9_39283,D05
2371,Pd15060650.0,Pd150606,Inactive,Week9_39283/Inactive/Pd150606/FL_Week9_39283_G03_0.png,Week9_39283,G03
2372,Carboplatin0.2,Carboplatin,Inactive,Week9_39283/Inactive/Carboplatin/FL_Week9_39283_E07_0.png,Week9_39283,E07
2373,Deoxynojirimycin10.0,Deoxynojirimycin,Inactive,Week9_39283/Inactive/Deoxynojirimycin/FL_Week9_39283_C07_0.png,Week9_39283,C07
2374,Deoxynojirimycin100.0,Deoxynojirimycin,Inactive,Week9_39283/Inactive/Deoxynojirimycin/FL_Week9_39283_C05_0.png,Week9_39283,C05
2375,Simvastatin0.2,Simvastatin,Inactive,Week9_39283/Inactive/Simvastatin/FL_Week9_39283_D07_0.png,Week9_39283,D07
2376,Floxuridine0.3,Floxuridine,Inactive,Week9_39283/Inactive/Floxuridine/FL_Week9_39283_B08_0.png,Week9_39283,B08
2377,Carboplatin6.0,Carboplatin,Inactive,Week9_39283/Inactive/Carboplatin/FL_Week9_39283_E04_0.png,Week9_39283,E04
2378,Pd1506061.5,Pd150606,Inactive,Week9_39283/Inactive/Pd150606/FL_Week9_39283_G06_0.png,Week9_39283,G06
2379,Carboplatin0.006,Carboplatin,Inactive,Week9_39283/Inactive/Carboplatin/FL_Week9_39283_E10_0.png,Week9_39283,E10
2380,Floxuridine1.0,Floxuridine,DNA,Week9_39283/DNA/Floxuridine/FL_Week9_39283_B07_0.png,Week9_39283,B07
2381,Deoxynojirimycin1000.0,Deoxynojirimycin,Inactive,Week9_39283/Inactive/Deoxynojirimycin/FL_Week9_39283_C03_0.png,Week9_39283,C03
2382,Simvastatin20.0,Simvastatin,Cholesterol,Week9_39283/Cholesterol/Simvastatin/FL_Week9_39283_D03_0.png,Week9_39283,D03
2383,Simvastatin0.02,Simvastatin,Inactive,Week9_39283/Inactive/Simvastatin/FL_Week9_39283_D09_0.png,Week9_39283,D09
2384,Mitoxantrone3.0,Mitoxantrone,DNA,Week9_39283/DNA/Mitoxantrone/FL_Week9_39283_F04_0.png,Week9_39283,F04
2385,Simvastatin6.0,Simvastatin,Cholesterol,Week9_39283/Cholesterol/Simvastatin/FL_Week9_39283_D04_0.png,Week9_39283,D04
2386,Floxuridine30.0,Floxuridine,DNA,Week9_39283/DNA/Floxuridine/FL_Week9_39283_B04_0.png,Week9_39283,B04
2387,Simvastatin0.006,Simvastatin,Inactive,Week9_39283/Inactive/Simvastatin/FL_Week9_39283_D10_0.png,Week9_39283,D10
2388,Mitoxantrone0.01,Mitoxantrone,Inactive,Week9_39283/Inactive/Mitoxantrone/FL_Week9_39283_F09_0.png,Week9_39283,F09
2389,Dmso0.0,Dmso,Inactive,Week9_39283/Inactive/Dmso/FL_Week9_39283_F11_0.png,Week9_39283,F11
2390,Floxuridine0.1,Floxuridine,DNA,Week9_39283/DNA/Floxuridine/FL_Week9_39283_B09_0.png,Week9_39283,B09
2391,Dmso0.0,Dmso,Inactive,Week9_39283/Inactive/Dmso/FL_Week9_39283_G11_0.png,Week9_39283,G11
2392,Simvastatin0.06,Simvastatin,Inactive,Week9_39283/Inactive/Simvastatin/FL_Week9_39283_D08_0.png,Week9_39283,D08
2393,Carboplatin20.0,Carboplatin,Inactive,Week9_39283/Inactive/Carboplatin/FL_Week9_39283_E03_0.png,Week9_39283,E03
2394,Floxuridine10.0,Floxuridine,DNA,Week9_39283/DNA/Floxuridine/FL_Week9_39283_B05_0.png,Week9_39283,B05
2395,Deoxynojirimycin3.0,Deoxynojirimycin,Inactive,Week9_39283/Inactive/Deoxynojirimycin/FL_Week9_39283_C08_0.png,Week9_39283,C08
2396,Deoxynojirimycin300.0,Deoxynojirimycin,Inactive,Week9_39283/Inactive/Deoxynojirimycin/FL_Week9_39283_C04_0.png,Week9_39283,C04
2397,Pd1506060.05,Pd150606,Inactive,Week9_39283/Inactive/Pd150606/FL_Week9_39283_G09_0.png,Week9_39283,G09
2398,Taxol0.3,Taxol,MT,Week9_39283/MT/Taxol/FL_Week9_39283_B11_0.png,Week9_39283,B11
2399,Deoxynojirimycin0.3,Deoxynojirimycin,Inactive,Week9_39283/Inactive/Deoxynojirimycin/FL_Week9_39283_C10_0.png,Week9_39283,C10
2400,Pd1506060.5,Pd150606,Inactive,Week9_39283/Inactive/Pd150606/FL_Week9_39283_G07_0.png,Week9_39283,G07
2401,Dmso0.0,Dmso,Inactive,Week9_39283/Inactive/Dmso/FL_Week9_39283_B02_0.png,Week9_39283,B02
2402,Carboplatin0.6,Carboplatin,Inactive,Week9_39283/Inactive/Carboplatin/FL_Week9_39283_E06_0.png,Week9_39283,E06
2403,Mitoxantrone0.3,Mitoxantrone,DNA,Week9_39283/DNA/Mitoxantrone/FL_Week9_39283_F06_0.png,Week9_39283,F06
2404,Mitoxantrone0.003,Mitoxantrone,Inactive,Week9_39283/Inactive/Mitoxantrone/FL_Week9_39283_F10_0.png,Week9_39283,F10
2405,Pd15060615.0,Pd150606,Inactive,Week9_39283/Inactive/Pd150606/FL_Week9_39283_G04_0.png,Week9_39283,G04
2406,Simvastatin0.6,Simvastatin,Inactive,Week9_39283/Inactive/Simvastatin/FL_Week9_39283_D06_0.png,Week9_39283,D06
2407,Floxuridine0.03,Floxuridine,DNA,Week9_39283/DNA/Floxuridine/FL_Week9_39283_B10_0.png,Week9_39283,B10
2408,Taxol0.3,Taxol,MT,Week9_39283/MT/Taxol/FL_Week9_39283_F02_0.png,Week9_39283,F02
2409,Deoxynojirimycin1.0,Deoxynojirimycin,Inactive,Week9_39283/Inactive/Deoxynojirimycin/FL_Week9_39283_C09_0.png,Week9_39283,C09
2410,Deoxynojirimycin30.0,Deoxynojirimycin,Inactive,Week9_39283/Inactive/Deoxynojirimycin/FL_Week9_39283_C06_0.png,Week9_39283,C06
2411,Taxol0.3,Taxol,MT,Week9_39283/MT/Taxol/FL_Week9_39283_G02_0.png,Week9_39283,G02
2412,Pd1506060.015,Pd150606,Inactive,Week9_39283/Inactive/Pd150606/FL_Week9_39283_G10_0.png,Week9_39283,G10
2413,Carboplatin2.0,Carboplatin,Inactive,Week9_39283/Inactive/Carboplatin/FL_Week9_39283_E05_0.png,Week9_39283,E05
2414,Floxuridine100.0,Floxuridine,DNA,Week9_39283/DNA/Floxuridine/FL_Week9_39283_B03_0.png,Week9_39283,B03
2415,Carboplatin0.02,Carboplatin,Inactive,Week9_39283/Inactive/Carboplatin/FL_Week9_39283_E09_0.png,Week9_39283,E09
2416,Taxol0.3,Taxol,MT,Week9_39283/MT/Taxol/FL_Week9_39283_C11_0.png,Week9_39283,C11
2417,Dmso0.0,Dmso,Inactive,Week9_39283/Inactive/Dmso/FL_Week9_39283_D02_0.png,Week9_39283,D02
2418,Dmso0.0,Dmso,Inactive,Week9_39283/Inactive/Dmso/FL_Week9_39283_C02_0.png,Week9_39283,C02
2419,Dmso0.0,Dmso,Inactive,Week3_25701/Inactive/Dmso/FL_Week3_25701_E11_0.png,Week3_25701,E11
2420,Y276320.1,Y27632,Inactive,Week3_25701/Inactive/Y27632/FL_Week3_25701_G08_0.png,Week3_25701,G08
2421,Chlorambucil0.1,Chlorambucil,Inactive,Week3_25701/Inactive/Chlorambucil/FL_Week3_25701_F07_0.png,Week3_25701,F07
2422,Y276323.0,Y27632,Inactive,Week3_25701/Inactive/Y27632/FL_Week3_25701_G05_0.png,Week3_25701,G05
2423,Chlorambucil0.03,Chlorambucil,Inactive,Week3_25701/Inactive/Chlorambucil/FL_Week3_25701_F08_0.png,Week3_25701,F08
2424,Cisplatin0.1,Cisplatin,Inactive,Week3_25701/Inactive/Cisplatin/FL_Week3_25701_E08_0.png,Week3_25701,E08
2425,Chlorambucil1.0,Chlorambucil,Inactive,Week3_25701/Inactive/Chlorambucil/FL_Week3_25701_F05_0.png,Week3_25701,F05
2426,Taxol0.3,Taxol,MT,Week3_25701/MT/Taxol/FL_Week3_25701_D11_0.png,Week3_25701,D11
2427,Demecolcine0.3,Demecolcine,MT,Week3_25701/MT/Demecolcine/FL_Week3_25701_B06_0.png,Week3_25701,B06
2428,Pd980593.0,Pd98059,Inactive,Week3_25701/Inactive/Pd98059/FL_Week3_25701_D05_0.png,Week3_25701,D05
2429,Y2763230.0,Y27632,Inactive,Week3_25701/Inactive/Y27632/FL_Week3_25701_G03_0.png,Week3_25701,G03
2430,Cisplatin0.3,Cisplatin,Inactive,Week3_25701/Inactive/Cisplatin/FL_Week3_25701_E07_0.png,Week3_25701,E07
2431,Emetine0.3,Emetine,Proteinsynthesis,Week3_25701/Proteinsynthesis/Emetine/FL_Week3_25701_C07_0.png,Week3_25701,C07
2432,Emetine3.0,Emetine,Proteinsynthesis,Week3_25701/Proteinsynthesis/Emetine/FL_Week3_25701_C05_0.png,Week3_25701,C05
2433,Pd980590.3,Pd98059,Inactive,Week3_25701/Inactive/Pd98059/FL_Week3_25701_D07_0.png,Week3_25701,D07
2434,Demecolcine0.03,Demecolcine,Inactive,Week3_25701/Inactive/Demecolcine/FL_Week3_25701_B08_0.png,Week3_25701,B08
2435,Cisplatin10.0,Cisplatin,Inactive,Week3_25701/Inactive/Cisplatin/FL_Week3_25701_E04_0.png,Week3_25701,E04
2436,Y276321.0,Y27632,Inactive,Week3_25701/Inactive/Y27632/FL_Week3_25701_G06_0.png,Week3_25701,G06
2437,Cisplatin0.01,Cisplatin,Inactive,Week3_25701/Inactive/Cisplatin/FL_Week3_25701_E10_0.png,Week3_25701,E10
2438,Demecolcine0.1,Demecolcine,Inactive,Week3_25701/Inactive/Demecolcine/FL_Week3_25701_B07_0.png,Week3_25701,B07
2439,Emetine30.0,Emetine,Proteinsynthesis,Week3_25701/Proteinsynthesis/Emetine/FL_Week3_25701_C03_0.png,Week3_25701,C03
2440,Pd9805930.0,Pd98059,MEK,Week3_25701/MEK/Pd98059/FL_Week3_25701_D03_0.png,Week3_25701,D03
2441,Chlorambucil10.0,Chlorambucil,Inactive,Week3_25701/Inactive/Chlorambucil/FL_Week3_25701_F03_0.png,Week3_25701,F03
2442,Pd980590.03,Pd98059,Inactive,Week3_25701/Inactive/Pd98059/FL_Week3_25701_D09_0.png,Week3_25701,D09
2443,Chlorambucil3.0,Chlorambucil,Inactive,Week3_25701/Inactive/Chlorambucil/FL_Week3_25701_F04_0.png,Week3_25701,F04
2444,Pd9805910.0,Pd98059,Inactive,Week3_25701/Inactive/Pd98059/FL_Week3_25701_D04_0.png,Week3_25701,D04
2445,Demecolcine3.0,Demecolcine,Inactive,Week3_25701/Inactive/Demecolcine/FL_Week3_25701_B04_0.png,Week3_25701,B04
2446,Pd980590.01,Pd98059,Inactive,Week3_25701/Inactive/Pd98059/FL_Week3_25701_D10_0.png,Week3_25701,D10
2447,Chlorambucil0.01,Chlorambucil,Inactive,Week3_25701/Inactive/Chlorambucil/FL_Week3_25701_F09_0.png,Week3_25701,F09
2448,Dmso0.0,Dmso,Inactive,Week3_25701/Inactive/Dmso/FL_Week3_25701_F11_0.png,Week3_25701,F11
2449,Demecolcine0.01,Demecolcine,Inactive,Week3_25701/Inactive/Demecolcine/FL_Week3_25701_B09_0.png,Week3_25701,B09
2450,Dmso0.0,Dmso,Inactive,Week3_25701/Inactive/Dmso/FL_Week3_25701_G11_0.png,Week3_25701,G11
2451,Pd980590.1,Pd98059,Inactive,Week3_25701/Inactive/Pd98059/FL_Week3_25701_D08_0.png,Week3_25701,D08
2452,Cisplatin30.0,Cisplatin,DNA,Week3_25701/DNA/Cisplatin/FL_Week3_25701_E03_0.png,Week3_25701,E03
